review_title,review_text,location,review_score,sentiment,v_scores,polarity
Lovely site to book hotels!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Excellent site,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Easy to select and book.,Easy to select a hotel and book.,US,5,2,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404
Very professional and helpful phone…,Very professional and helpful phone representative.  Looking forward to a wonderful trip staying at  beautiful Canadian hotels with perks we would not have received had we not booked through Five Star Alliance.,US,5,2,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8925}",0.8925
Awesome site,Awesome site. Great support and the packages deals are unique.,US,5,2,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8979}",0.8979
user friendly,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
making reservation was very easy.,making reservation was very easy.lets hope the stay is as well:))thanks,US,5,2,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.4902}",0.4902
Can't remember the reps name she was…,Can't remember the reps name she was fabulous!! So thorough helpful great to talk to will use your service again,US,5,2,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9086}",0.9086
Exceptional,"I have always had exceptional service.Polite, readily available. Extraordinarily helpful, even when  (it does happen to me, not often but not infrequently either)I have made a mistake,I try to write objectively. I have absolutely nothing negative to say.",US,5,2,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7442}",0.7442
Betsy went above and beyond to help us…,Betsy went above and beyond to help us with our travel delema. 5 star service!!!,US,5,2,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.5538}",0.5538
The best value on luxury accommodations…,The best value on luxury accommodations and they always include some nice perk like breakfast and/or hotel credit towards spa treatments.,US,5,2,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.926}",0.926
Found this site by accident while…,Found this site by accident while looking for an interesting property in Reims and was pleasantly surprised at the fine catalog of choices. I will definitely be coming back to this site when planning my European getaways.,US,5,2,"{'neg': 0.067, 'neu': 0.67, 'pos': 0.263, 'compound': 0.7964}",0.7964
Excellent,Excellent! My favorite booking site,US,5,2,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7901}",0.7901
Excellent Customer Service!!,Excellent Customer Service.I was looking for a luxury hotel stay in Florida and happened to find this awesome site 5 star alliance.Very helpful staff.,US,5,2,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.9076}",0.9076
My experience with 5 star Alliance…,"My experience with 5 star Alliance Global was amazing. Quick, efficient and easy. I am also working with Tara in the New York office is is very pleasant and helpful! Great attitude !!",US,5,2,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9688}",0.9688
Great service!,Great service.  Will definitely use again.,US,5,2,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.7783}",0.7783
5-STAR SERVICE WITH FIVE STAR ALLIANCE,THANK YOU SHANNON FOR TRULY 5-STAR SERVICE WITHFIVE STAR ALLIANCE.,US,5,2,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597}",0.6597
Impeccable service,Impeccable service. The concierge contacted me multiple times to ensure my reservation was completed and changed correctly. Excellent Customer Service,US,5,2,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.743}",0.743
San Antonio hotel,the process went smoothly but was a little time comsuming,US,4,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
I love the service I recieved.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
I always check five star alliance first!,I always check this website first for travel deals-excellent site and Customer Service and great deals! I have booked with them many times and have never been disappointed!,US,5,2,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.8041}",0.8041
5 Star for 5 Star Alliance!,"I was looking for a luxury hotel stay in Florida and happened to find this awesome site 5 star alliance. In addition to the great rate 5 star alliance provided additional perks like free breakfast, hotel credit etc. In addition upon checking the rates few days later I noticed that rate dropped and they adjusted the difference for me just after the brief chat! Truly pleasant and highly professional experience.",US,5,2,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9746}",0.9746
Great service much more personal then…,Great service much more personal then expedia or travelocity,US,5,2,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}",0.6249
excellent,excellent booking,US,5,2,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719
Very helpful,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Easy,Easy and good price,US,5,2,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003
The agent who assisted me is wonderful,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Fantastic!!!!!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
This is the second time booking with…,"This is the second time booking with Five Star Alliance.   Enjoyed this property and looking forward to our upcoming visit.   Great property, friendly service, great location.",US,5,2,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9403}",0.9403
Excellent customer service,"Val was enormously helpful in assisting me in booking a room for multiple people and made the process easy!  Got a great rate, additionally!",US,5,2,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8928}",0.8928
Always a pleasure dealing with Five…,Always a pleasure dealing with Five star staff and managers.Thank you for your wonderful service.JoAnn Torres,US,5,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8126}",0.8126
Very professional,"Very professional, detailed and polite",US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Perfect assistance,"Very good help and reactive, I can only recommend !",US,5,2,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8386}",0.8386
The lady that helped me with the…,The lady that helped me with the booking was so helpful and so nice. Great experience,US,5,2,"{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.9019}",0.9019
Truly a 5 Star experience!,This was a great experience. I had some questions about the service and called and met Shannon. Shannon was very professional and was very knowledgeable. I felt she went above and beyond any normal customer service. It truly was a pleasure booking through Five Star Alliance and would definitely book through them in the future without any hesitation. Thanks!  Brad A.,US,5,2,"{'neg': 0.033, 'neu': 0.754, 'pos': 0.213, 'compound': 0.9201}",0.9201
Great site,"Great site, easy to navigate offering valuable information and service.Highly recommend.",US,5,2,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.9118}",0.9118
Wonderful experience,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Great Staff!!!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Betsy was very reponsive and very…,Betsy was very reponsive and very helpful,US,5,2,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.4754}",0.4754
Easy booking,It was simple to book our little retreat online.,US,5,2,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1298}",0.1298
We had a wonderful time staying at the…,"We had a wonderful time staying at the K club hotel, excellent surroundings and food, extremely helpful staff, can't wait for our next visit.",US,5,2,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8883}",0.8883
Easy booking,IGNORE TEXT,US,4,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Good site with good online help / chat,Good site. The online chat / help was very good. 10/10made it s lot easier to select and buy.,US,5,2,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.8908}",0.8908
First Class Experience all the time,This is my second time using Five Star Alliance and I am looking forward to it.  I will definitely recommend Five Star Alliance to all my friends and family.Thank you,US,5,2,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.8074}",0.8074
Wonderful!,Wonderful! Excellent service and beautiful hotels,US,5,2,"{'neg': 0.0, 'neu': 0.206, 'pos': 0.794, 'compound': 0.9117}",0.9117
Very helpful,Very helpful Also the assistance during the chat.Looking forward to our stay in London,US,5,2,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.4754}",0.4754
Very good service,Very good service. Checked and double checked all information and options.,US,5,2,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4927}",0.4927
Pleasant,"Pleasant, efficient and quality service.",US,5,2,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",0.7269
Classy,"Classy, reliable and no BS. I will not book with anyone else but Alliance",US,5,2,"{'neg': 0.103, 'neu': 0.772, 'pos': 0.125, 'compound': 0.09}",0.09
Site was easy and with great detail to…,Site was easy and with great detail to whats included.,US,5,2,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7906}",0.7906
Betsy was so amazing and helpful in…,Betsy was so amazing and helpful in planning a stay for my mother and myself for Mother’s Day!!! Thank you!,US,5,2,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.9118}",0.9118
Love this site for reliable excellent…,Love this site for reliable excellent hotels/resorts!!,US,5,2,"{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.8585}",0.8585
5 stars,5 stars exsperiance,US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Excellent,"Excellent – no reservations, I would recommend this company to anyone.",US,5,2,"{'neg': 0.134, 'neu': 0.488, 'pos': 0.378, 'compound': 0.6124}",0.6124
Best site to book luxury hotels around…,Best site to book luxury hotels around the world with great perks and rates!,US,5,2,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.8622}",0.8622
great,great website,US,5,2,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249
So far very helpful,So far very helpful. I would have loved if they could have gotten the upgraded room but in all fairness its Memorial Day weekend and its busy time.,US,5,2,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5615}",0.5615
I was most impressed with 5 Star…,"I was most impressed with 5 Star Alliance and the person who helped me.  Not only was she friendly and knowledgeable but she actually held onto all the information we spoke of on the first day so that when I called the next day and she randomly answered the 888 number, she remembered me and all the details! She then completed the transaction, securing rooms at the selected hotel and following up immediately with an email confirmation.",US,5,2,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.7899}",0.7899
great collection of hotels,"great collection of hotels, many choices and good perks!",US,5,2,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.807}",0.807
Nice,Nice.   Always good value ....,US,5,2,"{'neg': 0.0, 'neu': 0.198, 'pos': 0.802, 'compound': 0.7964}",0.7964
Five star has been my favorite for 6…,Five star has been my favorite for 6 years but this past month I’ve used them twice for bookings and I no longer get a complimentary breakfast.,US,4,2,"{'neg': 0.086, 'neu': 0.735, 'pos': 0.179, 'compound': 0.4678}",0.4678
Great list of hotels and always good…,Great list of hotels and always good results with selection.,US,5,2,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7906}",0.7906
Reservation process was seamless for a…,Reservation process was seamless for a great hotel at a fair price with lots of perks.,US,5,2,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.7506}",0.7506
Cannes,I spoke with a very knowledgeable agent whowas very helpful and well informed.,US,5,2,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.6659}",0.6659
Ritz Paris,Excellent service from Shannon,US,5,2,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719
Great customer service,Great customer service. Helped me make the best decision for my trip.,US,5,2,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8519}",0.8519
I can always count on Five Star…,I can always count on Five Star Alliance for the best hotels. I’ve used it for years.,US,5,2,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369
Professional & Pleasant,"My agent was very helpful, following up with the Castle Hill Inn with massage sessions",US,5,2,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4754}",0.4754
The agent was very helpful and cordial.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
I had a wonderful encounter with Five… SC,I had a wonderful encounter with Five Star Alliance. They were very friendly and answered all my questions promptly. Great service!Thanks!,US,5,2,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.9166}",0.9166
Wonderful service,"I have always been looking for a luxury hotel/travel service; and Five Star Alliance is definitely the answer to my quest. Upon my booking, a Five Star Alliance staff called me to confirm my booking - she also offered me a ""Signature Travel"" package. The package includes a room upgrade upon check-in, plus a $65 voucher to food and drinks during my stay. She helped me cancelled my original booking and spoke with the hotel to upgrade me to the ""Signature Travel"" package. She was friendly, efficient and helpful. When I arrived at the hotel, I was offered the upgrade, as they promised. What pleasantly surprised me was that the upgrade was to a ""Privilege suite"" (Sofitel, Kurfurstendamm, Berlin) - the suite was simply amazing. I stayed in the suite for two nights and it was one of the best hotel experience I ever had. I also took advantage of the $65 voucher and dinned at the hotel restaurant (one of the best French restaurants in Berlin), which was also amazing.Overall, I will definitely use Five Star Alliance for my next travel. Very happy with my experience so far.",US,5,2,"{'neg': 0.009, 'neu': 0.787, 'pos': 0.203, 'compound': 0.991}",0.991
Very friendly and informative,Very friendly and informative. Appreciate attention to detail.,US,5,2,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7346}",0.7346
Quick and easy to use,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
A member of your team made me believe!!,A member of your team in you online concierge Val Griffith was just exceptional in helping me book a reservation at your property in Reims Domain Les Gayreres.   She was remarkable in helping me secure the rooms necessary and had to really work at it since the space was so limited.   I will join Five Star Allinace now and use it to book other properties for my visits from now on!!! Thanks to your company and most of all to Val!!!   Joan McEntee,US,5,2,"{'neg': 0.026, 'neu': 0.796, 'pos': 0.178, 'compound': 0.9254}",0.9254
